"datetimestamp","atemp","rh","bp","wspd","maxwspd","wdir","sdwdir","totpar","totprcp","totsorad","Month","Year","Month_number","Month_Year"
2009-02-05 20:30:00,-1.2,88,1034,0.8,1.1,240,15,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 20:45:00,-1.4,89,1034,0.7,1.2,251,32,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 21:00:00,-1.4,90,1034,0.5,1,248,12,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 21:15:00,-1.7,91,1034,0.4,0.8,210,23,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 21:30:00,-1.9,92,1034,0.6,1.1,254,20,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 21:45:00,-2,92,1034,0.6,1.1,246,37,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 22:00:00,-2.1,93,1034,0.3,0.7,216,23,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 22:15:00,-2.3,93,1035,0.5,0.7,254,7,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 22:30:00,-2.3,94,1035,0.4,0.7,228,28,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 22:45:00,-2.3,94,1035,0.4,0.8,230,16,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 23:00:00,-2.4,94,1035,0.4,0.8,242,19,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 23:15:00,-2.4,95,1035,0.4,0.8,244,31,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 23:30:00,-2.2,95,1035,0.7,1,252,9,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-05 23:45:00,-2.1,95,1035,0.4,0.8,179,35,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06,-2.2,95,1035,0.8,1.1,260,4,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 00:15:00,-2,95,1035,0.8,1.3,257,11,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 00:30:00,-2.2,95,1034,0.6,1,235,10,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 00:45:00,-2,95,1034,1.2,1.6,264,5,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 01:00:00,-1.8,94,1034,0.6,1.5,224,28,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 01:15:00,-2.1,94,1034,0.8,1.2,257,4,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 01:30:00,-2.1,94,1034,0.7,1.1,252,4,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 01:45:00,-2.2,95,1034,0.2,0.8,246,9,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 02:00:00,-2.3,95,1034,0.5,1,246,8,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 02:15:00,-2.4,95,1034,0.6,1,245,10,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 02:30:00,-2.3,95,1034,0.6,0.9,251,7,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 02:45:00,-2.3,95,1034,0.4,1.1,247,9,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 03:00:00,-1.9,95,1034,1.1,1.6,256,11,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 03:15:00,-1.9,93,1034,1,2.2,244,11,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 03:30:00,-1,88,1034,1.6,2.3,262,7,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 03:45:00,-1.1,85,1034,1.6,2.2,260,6,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 04:00:00,-0.6,79,1034,1.8,2.5,264,7,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 04:15:00,-0.5,77,1034,1.8,2.4,261,9,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 04:30:00,-0.7,78,1033,1.7,2.5,267,9,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 04:45:00,-0.6,78,1034,1.8,2.8,266,9,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 05:00:00,-0.4,78,1034,1.8,3.1,271,11,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 05:15:00,-0.7,82,1034,1.6,2.5,263,9,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 05:30:00,-0.7,85,1034,1.6,2.6,268,11,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 05:45:00,-0.6,86,1034,1.4,2,268,9,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 06:00:00,-0.7,87,1034,1.3,1.9,268,11,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 06:15:00,-0.8,90,1034,1.4,2,270,9,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 06:30:00,-0.7,90,1034,1.4,2.3,270,8,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 06:45:00,-0.7,91,1034,1.6,2.4,267,11,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 07:00:00,-1,92,1034,0.7,2,259,15,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 07:15:00,-1.6,92,1034,0.2,0.6,264,7,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 07:30:00,-1.8,93,1034,0.4,0.7,254,13,11.8,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 07:45:00,-1.1,93,1034,0.5,1.3,273,12,104.4,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-06 08:00:00,0,91,1034,1,1.8,285,13,176.9,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-07 06:30:00,0,99,1033,0.4,0.7,240,8,0,0,NA,"Feb",2009,2,"Feb 2009"
2009-02-07 07:15:00,0,99,1033,0.4,0.6,250,3,0,0,NA,"Feb",2009,2,"Feb 2009"
2010-01-03 05:00:00,0,70,1020,1.7,3,299,20,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 05:15:00,-0.1,72,1020,1.4,2.8,307,20,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 05:30:00,-0.3,73,1020,1.8,3.3,298,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 05:45:00,-0.5,74,1020,1.7,3.8,295,22,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 06:00:00,-0.5,75,1020,1.7,3.3,296,21,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 06:15:00,-0.6,76,1020,1.8,3.5,295,20,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 06:30:00,-0.7,77,1020,1.8,3.5,300,20,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 06:45:00,-0.8,78,1020,2,3.9,308,22,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 07:00:00,-0.9,79,1020,2.2,4.4,313,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 07:15:00,-0.9,80,1020,2,3.8,310,20,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 07:30:00,-0.9,81,1020,1.7,3.1,302,23,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 07:45:00,-0.9,81,1021,1.7,3.4,298,21,2.7,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 08:00:00,-0.7,80,1021,1.9,3.5,302,20,73.8,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-03 08:15:00,-0.3,80,1020,1.6,3.6,300,20,147.4,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 01:45:00,0,72,1019,1.6,2.5,273,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 02:00:00,-0.2,73,1018,1.5,2.7,271,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 02:15:00,-0.3,74,1018,1.4,2.6,278,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 02:30:00,-0.5,75,1018,1.6,2.6,273,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 02:45:00,-0.5,75,1018,1.8,3.3,275,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 03:00:00,-0.5,74,1018,1.8,2.8,277,17,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 03:15:00,-0.5,73,1018,1.6,3.2,277,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 03:30:00,-0.6,72,1018,1.6,2.9,290,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 03:45:00,-0.5,70,1018,1.9,3.4,300,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 04:00:00,-0.5,69,1018,1.8,2.7,295,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 04:15:00,-0.6,69,1018,1.9,3.1,289,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 04:30:00,-0.7,69,1018,1.9,3.4,292,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 04:45:00,-0.7,66,1019,1.8,3.5,291,17,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 05:00:00,-0.7,64,1019,1.7,3,301,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 05:15:00,-0.9,65,1019,1.4,2.8,291,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 05:30:00,-1,64,1019,1.5,2.6,291,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 05:45:00,-1,63,1019,1.6,2.9,296,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 06:00:00,-1.2,63,1019,1.6,2.6,283,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 06:15:00,-1.3,64,1019,1.9,3.9,289,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 06:30:00,-1.4,61,1019,1.9,3.6,294,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 06:45:00,-1.4,61,1019,1.7,3.2,301,17,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 07:00:00,-1.4,61,1019,1.9,3.4,298,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 07:15:00,-1.3,59,1019,2.3,4,305,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 07:30:00,-1.3,58,1019,2.3,4.4,302,20,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 07:45:00,-1.1,59,1019,2.2,3.7,302,19,28.6,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 08:00:00,-0.9,60,1020,2.2,4.1,301,22,112.1,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 08:15:00,-0.6,58,1020,2.4,4.3,300,20,162.4,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-04 08:30:00,-0.2,56,1020,2.1,3.9,293,21,262.9,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 05:15:00,0,59,1020,2,5.4,305,20,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 05:30:00,-0.5,62,1020,1.6,3.5,281,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 05:45:00,-0.8,64,1020,1.9,3.5,290,20,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 06:00:00,-0.9,64,1020,2,3.6,288,20,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 06:15:00,-1.1,64,1021,1.9,3.6,285,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 06:30:00,-1.2,65,1021,2,4.2,286,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 06:45:00,-1.5,67,1021,1.7,2.8,287,21,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 07:00:00,-1.6,67,1021,1.9,3.8,290,21,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 07:15:00,-1.7,67,1021,1.9,4.2,287,23,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 07:30:00,-1.7,67,1022,1.7,4.4,284,21,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 07:45:00,-1.5,66,1022,2.1,3.8,282,20,26.3,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 08:00:00,-1.2,66,1022,2.2,4.7,283,22,109.4,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 08:15:00,-1,65,1022,2.8,5,293,24,160.5,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 08:30:00,-0.9,64,1022,3.1,5.8,300,26,259.7,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 08:45:00,-0.7,62,1022,3.6,6.5,303,20,308.7,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 09:00:00,-0.5,61,1022,3.6,5.9,296,22,409.1,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 09:15:00,-0.3,60,1022,3.8,7.6,298,22,458,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 09:30:00,0,59,1023,3.1,6.1,295,23,555.5,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 21:00:00,-0.4,62,1022,0.6,1,244,9,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 21:15:00,-1.1,66,1022,0.4,0.8,245,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 21:30:00,-1.8,70,1022,0.5,0.9,237,3,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 21:45:00,-2,71,1022,0.6,1.1,246,6,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 22:00:00,-1.5,68,1022,0.9,1.5,246,8,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 22:15:00,-1.1,65,1023,1,1.7,246,10,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 22:30:00,-1.3,66,1023,0.7,1.3,239,7,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 22:45:00,-1.7,70,1023,0.7,1.4,256,10,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 23:00:00,-1.7,69,1023,0.9,2,248,12,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 23:15:00,-1.3,67,1023,1.2,2.2,255,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 23:30:00,-1.2,66,1023,1,2,262,17,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-05 23:45:00,-1.4,67,1023,0.7,1.4,270,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06,-1.8,69,1023,0.4,0.9,266,26,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 00:15:00,-2.5,73,1023,0.6,1.1,240,10,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 00:30:00,-2.7,74,1023,0.5,0.9,248,11,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 00:45:00,-2.9,74,1023,0.6,0.9,242,6,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 01:00:00,-2.9,74,1022,0.4,1.1,265,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 01:15:00,-3.3,77,1022,0.6,1.4,275,9,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 01:30:00,-2.7,75,1022,0.9,1.5,272,9,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 01:45:00,-2.6,75,1022,0.7,1.2,250,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 02:00:00,-2.8,74,1022,0.8,1.5,247,9,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 02:15:00,-2.6,73,1022,0.9,2.2,270,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 02:30:00,-2.2,70,1022,1.2,2,280,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 02:45:00,-2.2,69,1022,1.1,2.1,274,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 03:00:00,-2.5,71,1022,0.9,2,267,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 03:15:00,-2.3,69,1022,1.2,2.3,282,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 03:30:00,-2.3,69,1022,1,1.9,279,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 03:45:00,-2.6,70,1022,1.2,2.4,274,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 04:00:00,-2.7,71,1022,1.2,1.7,277,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 04:15:00,-2.8,70,1022,1,2.1,273,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 04:30:00,-2.9,69,1022,1.3,2.7,279,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 04:45:00,-2.7,66,1022,1.3,2.4,287,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 05:00:00,-2.6,65,1022,1.3,2.1,287,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 05:15:00,-2.6,65,1022,1.5,3,293,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 05:30:00,-2.6,65,1022,1.5,2.5,294,17,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 05:45:00,-2.6,64,1022,1.7,2.7,289,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 06:00:00,-2.8,64,1022,1.4,2.4,282,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 06:15:00,-3,66,1022,1.4,2.6,274,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 06:30:00,-3.2,66,1022,1.4,2.5,276,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 06:45:00,-3.4,68,1023,1.3,2.2,269,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 07:00:00,-3.5,68,1023,1.4,2.6,264,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 07:15:00,-3.7,69,1023,1.3,2.1,265,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 07:30:00,-3.7,69,1023,1.6,3,265,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 07:45:00,-3.3,67,1023,1.7,2.9,270,14,31.4,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 08:00:00,-2.9,66,1023,1.8,3.1,277,16,113.9,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 08:15:00,-2.4,65,1023,1.8,3.4,275,19,168.8,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 08:30:00,-1.8,63,1023,2.3,4.7,281,20,267.2,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 08:45:00,-1.3,60,1024,2.4,4.8,280,22,316.9,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 09:00:00,-0.8,57,1023,2.2,4.3,285,22,419,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 09:15:00,-0.3,54,1024,2.2,4,284,28,468,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 23:15:00,-0.3,65,1023,0.8,1.2,253,5,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 23:30:00,-0.8,67,1023,0.8,1.3,258,10,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-06 23:45:00,-0.4,64,1023,1,2.7,261,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07,-0.5,64,1023,1.3,2,257,9,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 00:15:00,-0.5,63,1023,1.4,2.4,249,10,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 00:30:00,-0.3,62,1023,1.1,2.3,268,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 00:45:00,-0.7,65,1023,1.3,2.1,261,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 01:00:00,-0.7,64,1023,1.2,2,270,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 01:15:00,-0.9,66,1022,1.4,2.1,252,11,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 01:30:00,-1,65,1022,0.8,2.1,193,49,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 01:45:00,-1.7,70,1022,0.2,0.7,217,27,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 02:00:00,-2.6,75,1022,0.1,0.7,225,26,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 02:15:00,-3,77,1022,0.4,0.8,242,26,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 02:30:00,-2.9,79,1022,0.5,0.7,165,35,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 02:45:00,-3.2,79,1021,0.2,0.6,223,0,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 03:00:00,-3.2,81,1021,0.9,1.7,249,12,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 03:15:00,-1.7,75,1022,1.7,2.5,264,11,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 03:30:00,-1,69,1022,1.7,2.7,264,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 03:45:00,-1.3,69,1022,1.6,2.6,248,11,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 04:00:00,-1.5,70,1022,1.7,2.7,251,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 04:15:00,-1.2,67,1022,1.6,3,264,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 04:30:00,-1.3,68,1022,1.7,2.7,258,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 04:45:00,-1.4,68,1022,1.8,3,265,14,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 05:00:00,-1.7,70,1022,1.7,2.8,263,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 05:15:00,-1.8,70,1022,1.9,2.7,257,12,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 05:30:00,-1.8,69,1022,1.8,3.1,262,12,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 05:45:00,-1.8,69,1022,1.8,2.7,263,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 06:00:00,-1.9,69,1022,1.7,2.7,266,12,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 06:15:00,-1.9,69,1023,1.8,2.7,267,10,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 06:30:00,-1.8,69,1023,1.9,2.8,270,11,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 06:45:00,-1.7,69,1023,1.9,3,270,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 07:00:00,-1.7,70,1023,1.9,2.9,268,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 07:15:00,-1.4,69,1023,1.8,2.9,266,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 07:30:00,-1.5,69,1023,1.6,2.5,256,12,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 07:45:00,-1.2,67,1023,1.6,2.6,265,15,29,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 08:00:00,-0.8,66,1023,1.7,2.8,271,14,114,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-07 08:15:00,-0.3,64,1023,1.5,3,271,16,167.2,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 07:00:00,-0.1,59,1022,2.4,4.4,328,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 07:15:00,-0.1,59,1022,2.2,4.4,327,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 07:30:00,-0.2,60,1022,2,4.2,324,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 07:45:00,-0.3,60,1022,2.2,3.7,327,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 08:00:00,-0.3,61,1022,2,3.9,325,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 08:15:00,-0.3,60,1022,2.5,4.7,323,17,50.5,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 08:30:00,-0.3,60,1022,2.8,5.1,323,17,55.9,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 08:45:00,-0.3,60,1022,2.8,4.7,323,21,75.1,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 09:00:00,-0.2,60,1023,2.8,4.9,323,20,75.7,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 09:15:00,-0.2,60,1023,3,5.4,321,19,84.3,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 09:30:00,-0.2,60,1023,3.2,7.1,324,20,134.4,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 09:45:00,0,60,1023,3.1,5.4,325,19,151.4,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 18:30:00,-0.2,59,1023,1.2,2,284,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 18:45:00,-0.6,62,1023,1.3,2.1,288,13,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 19:00:00,-0.5,62,1023,1.2,2.8,297,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 19:15:00,-0.7,62,1023,1.5,3.1,301,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 19:30:00,-0.8,61,1023,1.8,3.3,307,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 19:45:00,-0.9,61,1024,1.8,3,307,17,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 20:00:00,-1.1,62,1024,1.9,3.6,312,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 20:15:00,-1,61,1024,1.9,3.9,311,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 20:30:00,-1.1,61,1024,2,4,306,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 20:45:00,-1.2,62,1024,1.8,3.6,304,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 21:00:00,-1.3,62,1024,1.9,4.1,305,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 21:15:00,-1.2,61,1024,2,3.4,304,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 21:30:00,-1.4,61,1024,2,3.6,297,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 21:45:00,-1.5,62,1025,2,3.8,295,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 22:00:00,-1.6,62,1025,2,3.8,296,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 22:15:00,-1.7,63,1025,2.1,4,298,17,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 22:30:00,-1.7,63,1025,2,4.1,298,16,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 22:45:00,-1.7,62,1025,2,3.5,297,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 23:00:00,-1.7,62,1025,2.1,3.3,294,15,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 23:15:00,-1.7,61,1025,2.2,4.1,298,19,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 23:30:00,-1.8,61,1025,2.4,3.9,295,18,0,0,NA,"Jan",2010,1,"Jan 2010"
2010-01-09 23:45:00,-1.8,62,1025,2.2,3.7,296,18,0,0,NA,"Jan",2010,1,"Jan 2010"
