"datetimestamp","atemp","rh","bp","wspd","maxwspd","wdir","sdwdir","totpar","totprcp","totsorad","Month","Year","Month_number","Month_Year"
2003-01-18 06:45:00,0,63,1024,2.3,NA,295,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-18 07:00:00,-0.2,64,1024,2.1,NA,261,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-18 07:15:00,-0.4,65,1025,1.2,NA,268,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-18 07:30:00,-0.3,64,1025,1.8,NA,274,NA,10.8,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 00:45:00,-0.7,80,1026,0.4,NA,209,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 01:00:00,-1.5,84,1026,0.5,NA,221,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 01:15:00,-1.3,86,1026,0.2,NA,241,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 01:30:00,-0.9,86,1025,1,NA,227,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 01:45:00,-0.6,86,1026,0.9,NA,227,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 02:00:00,-0.1,86,1026,0.9,NA,268,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 02:15:00,-0.2,85,1026,1.3,NA,282,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 02:30:00,-0.2,85,1026,2,NA,230,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 02:45:00,-0.2,83,1026,1.9,NA,266,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 03:00:00,0,82,1026,1.4,NA,265,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 03:15:00,-0.2,81,1026,2.1,NA,254,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 03:30:00,-0.2,79,1026,1.3,NA,277,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 03:45:00,-0.4,79,1026,2,NA,284,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 04:00:00,-0.5,78,1026,0.9,NA,286,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 04:15:00,-0.5,77,1026,1.1,NA,276,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 04:30:00,-0.5,75,1026,1.1,NA,279,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 04:45:00,-0.5,74,1026,1.9,NA,270,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 05:00:00,-0.4,73,1027,1.2,NA,271,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 05:15:00,-0.3,71,1026,0.9,NA,266,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 05:30:00,-0.5,71,1027,1.3,NA,238,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 05:45:00,-0.4,71,1027,1.1,NA,244,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 06:00:00,-0.7,71,1027,1.3,NA,229,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 06:15:00,-0.6,72,1027,0.8,NA,261,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 06:30:00,-0.6,72,1027,1,NA,226,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 06:45:00,-0.5,71,1028,1.3,NA,267,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 07:00:00,-0.6,72,1028,1.7,NA,268,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 07:15:00,-0.4,71,1028,1.2,NA,222,NA,0,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-19 07:30:00,-0.5,71,1028,1.2,NA,245,NA,6.1,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-23 23:15:00,-0.1,37,1025,3,NA,328,NA,33.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-23 23:30:00,-0.2,39,1025,2.9,NA,337,NA,33.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-23 23:45:00,-0.5,35,1025,3.8,NA,0,NA,32.8,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24,-0.7,35,1025,3.3,NA,314,NA,32.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 00:15:00,-0.8,35,1026,3.5,NA,346,NA,32.1,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 00:30:00,-1,35,1026,3.5,NA,331,NA,34.2,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 00:45:00,-1.3,34,1026,5.3,NA,346,NA,33.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 01:00:00,-1.4,32,1026,6.2,NA,348,NA,33.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 01:15:00,-1.5,32,1026,6.3,NA,348,NA,33.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 01:30:00,-1.6,36,1026,5.8,NA,353,NA,33.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 01:45:00,-1.7,35,1026,3.2,NA,307,NA,33.2,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 02:00:00,-1.9,38,1027,2.4,NA,302,NA,32.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 02:15:00,-2.1,39,1027,3.2,NA,331,NA,32.1,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 02:30:00,-2.2,39,1027,2.7,NA,311,NA,32.1,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 02:45:00,-2.3,41,1027,2.7,NA,324,NA,32.1,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 03:00:00,-2.5,38,1027,4.8,NA,308,NA,31.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 03:15:00,-2.5,44,1027,3.3,NA,329,NA,31.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 03:30:00,-2.7,43,1027,2.1,NA,288,NA,31.2,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 03:45:00,-2.9,44,1028,3.8,NA,337,NA,30.6,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 04:00:00,-2.9,45,1028,5.5,NA,5,NA,30.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 04:15:00,-3.1,44,1028,5,NA,319,NA,30.6,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 04:30:00,-3.3,44,1028,3.6,NA,294,NA,30.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 04:45:00,-3.4,46,1028,2.4,NA,337,NA,30,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 05:00:00,-3.6,45,1028,2.6,NA,333,NA,29.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 05:15:00,-3.9,47,1028,2.9,NA,317,NA,18.4,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 05:30:00,-4.1,47,1028,2.9,NA,339,NA,8.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 05:45:00,-4.1,46,1029,4.3,NA,315,NA,5.9,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 06:00:00,-4.3,47,1029,3.4,NA,345,NA,5.6,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 06:15:00,-4.4,50,1029,3,NA,229,NA,4.9,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 06:30:00,-4.5,51,1029,1.8,NA,316,NA,4.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 06:45:00,-4.8,50,1029,3,NA,321,NA,4.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 07:00:00,-5,51,1030,4.2,NA,314,NA,4.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 07:15:00,-5,51,1030,3.9,NA,325,NA,6,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 07:30:00,-5,52,1030,3.4,NA,316,NA,20,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 07:45:00,-5.1,51,1030,5.1,NA,323,NA,43.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 08:00:00,-5.1,53,1030,4.4,NA,306,NA,69.4,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 08:15:00,-4.8,52,1031,4.6,NA,335,NA,130,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 08:30:00,-4.2,53,1031,2.4,NA,281,NA,277.4,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 08:45:00,-3.8,55,1031,2.6,NA,311,NA,338.6,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 09:00:00,-3.5,56,1031,3,NA,291,NA,430.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 09:15:00,-2.7,61,1031,5.8,NA,351,NA,486.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 09:30:00,-2.6,63,1032,6.2,NA,339,NA,417.8,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 09:45:00,-2.6,69,1032,3.8,NA,351,NA,389.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 10:00:00,-2.4,66,1032,5,NA,313,NA,233.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 10:15:00,-2.3,67,1033,2.3,NA,306,NA,272.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 10:30:00,-1.9,67,1033,3.3,NA,293,NA,272.9,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 10:45:00,-1.7,69,1033,2.7,NA,340,NA,231.9,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 11:00:00,-1.7,68,1033,3.7,NA,317,NA,218.2,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 11:15:00,-1.3,68,1033,5,NA,0,NA,243.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 11:30:00,-1,70,1032,1.7,NA,310,NA,301.8,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 11:45:00,-1.1,67,1032,3.1,NA,330,NA,326.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 12:00:00,-0.6,69,1032,4.5,NA,351,NA,341.1,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 12:15:00,-0.5,70,1032,4.7,NA,333,NA,358.4,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 12:30:00,-0.2,70,1032,2.7,NA,310,NA,309.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 18:30:00,-0.3,74,1032,0.7,NA,252,NA,32,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 18:45:00,-0.9,78,1032,0.9,NA,256,NA,30.1,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 19:00:00,-1.2,79,1032,1.2,NA,246,NA,29.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 19:15:00,-1.5,82,1032,1,NA,243,NA,30.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 19:30:00,-1.8,83,1032,0.9,NA,246,NA,31.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 19:45:00,-2.1,85,1032,0.8,NA,265,NA,31.8,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 20:00:00,-2.3,86,1032,0.5,NA,226,NA,31.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 20:15:00,-2.3,86,1032,0.6,NA,239,NA,22.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 20:30:00,-2.5,85,1032,0.7,NA,238,NA,10,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 20:45:00,-2.5,86,1032,0.9,NA,238,NA,8.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 21:00:00,-2.8,87,1032,0.4,NA,188,NA,6.9,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 21:15:00,-2.8,86,1032,0.5,NA,267,NA,5.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 21:30:00,-3.2,89,1032,0.4,NA,230,NA,5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 21:45:00,-3.3,89,1032,0.1,NA,210,NA,4.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 22:00:00,-3.5,90,1032,0.3,NA,236,NA,4.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 22:15:00,-3.6,91,1032,0.5,NA,235,NA,4.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 22:30:00,-3.5,91,1032,0,NA,211,NA,4.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 22:45:00,-3.6,91,1032,0,NA,229,NA,4,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 23:00:00,-3.6,92,1032,0.9,NA,250,NA,3.4,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 23:15:00,-3.3,90,1031,0.8,NA,254,NA,3.2,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 23:30:00,-3.2,88,1031,0.2,NA,213,NA,3.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-24 23:45:00,-3.3,88,1031,0.8,NA,263,NA,3.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25,-3,86,1031,0.4,NA,224,NA,2.9,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 00:15:00,-3.4,88,1031,0.7,NA,255,NA,2.9,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 00:30:00,-3.3,87,1030,0.3,NA,224,NA,2.9,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 00:45:00,-3.5,88,1030,0.7,NA,250,NA,2.9,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 01:00:00,-2.2,75,1030,1,NA,272,NA,2.9,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 01:15:00,-1.4,69,1030,1.6,NA,279,NA,2.8,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 01:30:00,-1.5,70,1030,1.5,NA,258,NA,1.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 01:45:00,-1.2,66,1030,1.6,NA,270,NA,2.1,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 02:00:00,-1.1,64,1030,1.3,NA,294,NA,1.4,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 02:15:00,-0.9,61,1030,1.3,NA,302,NA,2.2,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 02:30:00,-1,63,1030,1.6,NA,266,NA,1.8,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 02:45:00,-1.3,63,1030,2.3,NA,273,NA,2.9,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 03:00:00,-1,61,1030,1.5,NA,277,NA,2.8,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 03:15:00,-0.8,64,1030,1.6,NA,306,NA,3.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 03:30:00,-0.7,64,1030,2.1,NA,352,NA,2.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 03:45:00,-0.8,66,1030,2.4,NA,345,NA,4,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 04:00:00,-0.6,68,1030,1.9,NA,309,NA,4.3,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 04:15:00,-0.7,68,1030,1.5,NA,306,NA,4.8,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 04:30:00,-1,68,1030,1.1,NA,316,NA,5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 04:45:00,-0.5,66,1030,1.3,NA,275,NA,5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 05:00:00,-0.6,65,1030,1,NA,310,NA,5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 05:15:00,-0.4,63,1029,2.1,NA,299,NA,5.1,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 05:30:00,-0.2,63,1030,1.9,NA,306,NA,5.5,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 05:45:00,-0.3,63,1030,1.1,NA,283,NA,6.6,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 06:00:00,-0.8,65,1029,1.2,NA,292,NA,6.4,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 06:15:00,-0.6,65,1030,1.9,NA,278,NA,6.4,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 06:30:00,-0.7,66,1029,1.5,NA,282,NA,6.4,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 06:45:00,0,63,1029,1,NA,274,NA,7.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-01-25 07:30:00,0,65,1030,1.8,NA,283,NA,32.7,0,NA,"Jan",2003,1,"Jan 2003"
2003-12-18 07:00:00,0,92,1021,0.7,1.3,250,15,4.6,0,NA,"Dec",2003,12,"Dec 2003"
2003-12-18 07:15:00,-0.1,93,1021,0.8,1.5,250,20,9.6,0,NA,"Dec",2003,12,"Dec 2003"
2003-12-18 07:30:00,0,93,1022,1,1.7,236,12,29.5,0,NA,"Dec",2003,12,"Dec 2003"
2004-01-29 05:15:00,0,82,1023,0.4,1,244,15,36.4,0,NA,"Jan",2004,1,"Jan 2004"
2004-01-29 05:30:00,-0.2,85,1023,0.3,0.7,224,5,36.1,0,NA,"Jan",2004,1,"Jan 2004"
2004-01-29 05:45:00,-0.5,86,1022,0.4,0.7,234,0,35.2,0,NA,"Jan",2004,1,"Jan 2004"
2004-01-29 06:00:00,-0.7,88,1023,0.5,0.9,248,11,35.1,0,NA,"Jan",2004,1,"Jan 2004"
2004-01-29 06:15:00,-0.3,88,1023,1.2,2,275,10,35.9,0,NA,"Jan",2004,1,"Jan 2004"
2004-12-20 22:15:00,0,82,1026,0.4,0.8,213,14,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-20 22:30:00,-0.1,84,1026,0.5,0.9,249,33,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-20 22:45:00,-0.3,84,1026,0.5,0.8,232,17,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-20 23:00:00,-0.2,85,1026,0.8,1.2,245,7,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-20 23:15:00,0,86,1026,0.8,1.2,248,18,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-20 23:30:00,-0.2,86,1026,0.7,1.2,233,30,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-20 23:45:00,-0.1,88,1027,0.7,1.3,231,35,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21,-0.5,88,1027,0.6,1.1,262,24,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 00:15:00,-0.5,89,1027,0.3,0.8,259,63,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 00:30:00,-0.6,89,1026,0.4,0.8,250,21,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 00:45:00,-0.5,90,1026,0.3,0.6,232,7,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 01:00:00,-0.5,90,1026,0.4,0.7,219,8,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 01:15:00,-0.4,90,1026,0.2,0.6,219,1,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 01:30:00,-0.2,90,1026,0.2,0.6,229,6,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 01:45:00,-0.1,91,1026,0.3,0.8,230,9,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 02:00:00,-0.2,91,1026,0.4,0.7,233,17,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 02:15:00,-0.2,91,1026,0.5,1,247,29,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 02:30:00,-0.2,91,1026,0.4,0.7,252,31,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 02:45:00,-0.1,91,1026,0.4,0.8,240,20,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 03:00:00,-0.2,91,1026,0.4,0.7,256,10,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 03:15:00,-0.2,91,1026,0.5,1.1,246,12,NA,0,NA,"Dec",2004,12,"Dec 2004"
2004-12-21 03:30:00,0,91,1026,0.5,0.9,254,8,NA,0,NA,"Dec",2004,12,"Dec 2004"
2005-01-24 03:15:00,0,51,1026,2.6,5.5,304,20,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 03:30:00,-0.1,52,1026,2.9,5.6,306,18,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 03:45:00,-0.2,53,1026,2.4,4.9,306,20,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 04:00:00,-0.3,55,1026,2.7,5,302,19,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 04:15:00,-0.4,56,1026,2.7,5.1,307,20,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 04:30:00,-0.4,55,1026,3.2,5.7,317,16,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 04:45:00,-0.5,55,1026,2.6,4.3,310,21,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 05:00:00,-0.6,56,1027,3,6,310,20,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 05:15:00,-0.7,56,1027,3.1,5.4,310,20,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 05:30:00,-0.8,57,1027,2.9,5.2,308,23,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 05:45:00,-0.9,58,1027,2.9,5.4,307,19,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 06:00:00,-1,59,1027,2.8,5.8,313,19,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 06:15:00,-1,61,1027,2.3,4.7,304,19,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 06:30:00,-1.1,62,1027,2.7,5.4,304,19,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 06:45:00,-1.1,63,1028,2.6,4.5,306,19,NA,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 07:00:00,-1.1,65,1028,2.7,4.8,310,17,0.1,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 07:15:00,-1.1,66,1028,2.7,4.5,302,19,2.4,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 07:30:00,-1.1,67,1028,2.6,4.8,304,21,16.3,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 07:45:00,-1.2,68,1028,2.5,4.1,299,21,45.1,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 08:00:00,-1,68,1028,2.6,5.3,300,20,99.7,0,NA,"Jan",2005,1,"Jan 2005"
2005-01-24 08:15:00,-0.4,66,1029,2.6,5.4,308,21,216.2,0,NA,"Jan",2005,1,"Jan 2005"
2006-01-08 03:30:00,0,95,1023,0.5,1,218,10,NA,0,NA,"Jan",2006,1,"Jan 2006"
2006-02-13 00:45:00,-0.8,83,1022,0.6,1.2,242,9,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 01:00:00,-1.1,86,1022,0.5,0.9,262,19,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 01:15:00,-1.2,87,1022,0.5,0.8,235,5,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 01:30:00,-1.5,88,1022,0.6,1.1,238,7,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 01:45:00,-1.3,88,1022,1,1.8,237,8,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 02:00:00,-0.9,86,1022,1,1.9,243,10,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 02:15:00,-0.9,86,1022,1.1,2.1,243,9,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 02:30:00,-0.7,85,1022,1,1.8,266,18,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 02:45:00,-0.8,85,1022,0.5,0.9,258,13,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 03:00:00,-1.1,86,1022,0.6,1,248,10,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 03:15:00,-1.4,87,1022,0.7,1.2,247,8,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 03:30:00,-1.4,88,1022,0.9,1.5,253,12,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 03:45:00,-1,85,1022,1,1.7,239,8,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 04:00:00,-1.3,86,1022,0.5,0.9,269,14,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 04:15:00,-1.5,87,1022,0.6,1,278,22,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 04:30:00,-1.8,88,1022,0.6,1,258,18,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 04:45:00,-1.9,89,1022,1,1.3,247,7,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 05:00:00,-1.8,90,1023,1,1.4,246,9,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 05:15:00,-1.8,90,1023,1.1,1.5,244,6,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 05:30:00,-2.1,91,1023,1,1.6,249,6,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 05:45:00,-2,92,1023,1,1.3,266,14,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 06:00:00,-1.8,91,1023,1,1.7,259,11,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 06:15:00,-1.8,91,1023,0.3,0.7,256,25,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 06:30:00,-2.1,91,1023,0.9,1.3,240,10,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 06:45:00,-2.3,92,1023,0.8,1.2,264,9,0,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 07:00:00,-2.2,93,1023,0.7,1.2,263,14,1.6,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 07:15:00,-2.3,93,1024,1.2,2,248,5,14,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 07:30:00,-1.7,92,1024,1.7,2.3,247,7,54.1,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 07:45:00,-0.9,89,1024,1.5,2.3,253,9,132.3,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-13 08:00:00,-0.2,86,1024,1.2,2,260,12,215.8,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14,-0.2,81,1027,0.2,0.6,238,4,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 00:15:00,-0.4,83,1027,0.5,1.3,246,19,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 00:30:00,-0.2,84,1027,0.5,0.8,258,14,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 00:45:00,0,83,1027,0.6,1,252,10,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 01:00:00,-0.3,84,1027,0.8,1.1,257,11,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 01:15:00,-0.4,85,1027,1,1.4,261,8,NA,0,NA,"Feb",2006,2,"Feb 2006"
2006-02-14 01:30:00,-0.3,85,1027,1.2,1.7,258,5,NA,0,NA,"Feb",2006,2,"Feb 2006"
